Sentence,Global Reporting Initiative,Integrated Reporting,Task Force on Climate-related Financial Disclosure
"This includes 
delivering a record 194 cargoes of liquefied natural gas to Europe in 2022 - almost five times our usual average - to help maintain supply, and 
investing in new natural gas production and lower-carbon energies.",0.47297683358192444,0.40721774101257324,0.11980539560317993
"IB More in this report Letter from the CEO
Providing access to energy
POWERING PROGRESS
In line with our Powering Progress strategy, Shell is striving to bring reliable electricity to people in emerging markets who do not yet have 
it.",0.9352623224258423,0.04874687269330025,0.01599082350730896
"Around 775 million people in the world have no electricity, according to the International Energy Agency, and millions more have unreliable 
power supply.",0.44218942523002625,0.3642149269580841,0.19359563291072845
"Investing in energy access
Shell is striving to bring reliable electricity to people in emerging markets who do not yet have it.",0.5146278738975525,0.3676484227180481,0.11772369593381882
"We are working to improve the reliability of existing power supply to on-grid customers and to provide first power to off-grid customers and 
communities.",0.5032328367233276,0.3434660732746124,0.15330104529857635
"We are seeking strategic partnerships with governments, utilities, developers, banks and investors to address local challenges and opportunities, 
and progress towards achieving our ambition to power emerging markets.",0.454879492521286,0.4245228171348572,0.12059769034385681
46 Shell Sustainability Report 2022,0.7783033847808838,0.11511862277984619,0.10657797753810883
"Sustainability at
Shell Our core valuesAchieving net-zero
emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
In 2022, we acquired Daystar Power, a provider of solar power to businesses in West Africa.",0.4111197888851166,0.36832156777381897,0.2205587476491928
"The investment helps expand our energy business 
into developing markets like those in Africa where more lower-carbon electricity is needed.",0.5136054754257202,0.32785362005233765,0.15854084491729736
Read more about our commercial energy access business at www.shell.com/emerging-markets-power.,0.6017927527427673,0.22432148456573486,0.1738857626914978
"Social programmes
Separate to our commercial ambition, we invest in social programmes that benefit communities where we work.",0.5821298360824585,0.23405280709266663,0.18381740152835846
"Through these voluntary 
initiatives, we work with partner organisations to help individuals and communities access reliable electricity.",0.4575578272342682,0.3598344027996063,0.18260779976844788
"In 2022, we continued to develop programmes to improve access to energy in Ethiopia, Mozambique, Nigeria, Pakistan and South Africa.",0.5066848993301392,0.3838376998901367,0.10947741568088531
"Read more about how our social investment programmes help to increase access to energy at
WWW,shell,oom/sustQinQbility/communities/ occess-to-engrgy.",0.551744282245636,0.34809333086013794,0.10016234964132309
"ID More in this report Providing lower-carbon electricity | Letter from the CEO | Our Powering Progress targets
@ More on Shell websites Building an energy access business I Access to energy
Working with our suppliers
Supply chain
POWERING PROGRESS
Supply chain: We will include requirements in our purchasing policies to reflect our environmental framework, and take the energy 
efficiency, material efficiency and sustainability of products into consideration in our purchases.",0.8638377785682678,0.103913813829422,0.03224843740463257
"Shell aims to work with suppliers, including contractors, that behave in an economically, environmentally and socially responsible manner, as set 
out in our Shell General Business Principles and Shell Supplier Principles.",0.5158101916313171,0.29204055666923523,0.19214928150177002
"In 2022, we spent around $41.5 billion on goods and services from 
around 24,000 suppliers globally.",0.4126703143119812,0.398810476064682,0.18851925432682037
We continually work with our suppliers to find ways to reduce greenhouse gas emissions across our supply chains.,0.4123073220252991,0.34567445516586304,0.2420181781053543
"In 2021, we rolled out a new 
digital platform, Shell Supplier Energy Transition Hub, free of charge to our supply chain and any other interested company.",0.43892934918403625,0.304776132106781,0.25629448890686035
"The platform 
enables them to set emission ambitions and track performance, share best practice and exchange emissions data with their own supply chains.",0.6138119697570801,0.2562355101108551,0.12995246052742004
"By the end of 2022, 1,039 of our suppliers had joined the platform, 460 of which have already set emission reduction targets.",0.39293408393859863,0.3749314248561859,0.23213452100753784
"This is more than 
a fourfold increase on 2021 in both instances.",0.4174846410751343,0.2964864671230316,0.2860289514064789
Read more about how we work with contractors and suppliers at www.shell.com/business-customers/shell-for-suppliers.,0.5240277051925659,0.29641222953796387,0.1795601099729538
"ID More in this report Respecting human rights | Preparing for emergencies | Energy transition 
@ More on Shell websites Our strategy: Powering Progress | Shell for suppliers | Supplier Principles
47 Shell Sustainability Report 2022",0.7255755066871643,0.22096017003059387,0.05346432328224182
"Sustainability at
Shell Our core valuesAchieving net-zero
emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
Local content
We want to make a positive difference to countries and local communities where we operate.",0.458412766456604,0.29352059960365295,0.24806667864322662
"We do this by creating jobs, training people, 
supporting local businesses and buying goods and services from local suppliers - collectively referred to as local content
Shell local content activities in 2022
$41.5 billion
spent globally on goods and services61%
spent in Canada, Germany, the Netherlands, 
the UK and the USA
$5 billion
spent in countries where gross national 
income is less than $15,000 a year per 
person [A]89.8%
spent in these low-income countries with local
suppliers
[A] According to the UN Development Programme's Human Development Index 2021.",0.4866924583911896,0.28111836314201355,0.23218919336795807
"In 2022, 83.3% of the $41.5 billion we spent on goods and services was purchased from suppliers based in the same country of operation, also 
called local procurement.",0.5135381817817688,0.27133533358573914,0.21512648463249207
"About 61% of our procurement was in Canada, Germany, the Netherlands, the UK and the USA, of which 81.9% was 
spent with local suppliers in these countries.",0.3886313736438751,0.35373038053512573,0.257638156414032
"We estimate that around $5 billion was spent in countries that, according to the UN Development Programme's Human Development Index
2021, have a gross national income of less than $15,000 a year per person.",0.4899774193763733,0.3784969747066498,0.13152562081813812
"In these countries, Shell companies spent around 89.8%, or about 
$4.6 billion, with local suppliers.",0.6009787917137146,0.25400829315185547,0.14501290023326874
"In 2022, we initiated and completed a local content measurement and reporting project with Ipieca, the global oil and gas industry association, 
that provides guidance for operators, contractors and governments on how to best measure the impacts and outcomes of local content practices.",0.47743457555770874,0.2737736999988556,0.2487916648387909
The guidelines will be rolled out throughout the industry in 2023.,0.4239490032196045,0.29459187388420105,0.28145912289619446
"We have also developed a new self-assessment guide that enables us to employ best local content practice throughout the duration of new 
projects.",0.3727138638496399,0.34944939613342285,0.27783676981925964
"We began applying the guide in 2022 on the Holland Hydrogen I project in the Netherlands, which will be Europe's largest renewable 
hydrogen plant when production starts in 2025.",0.5386999249458313,0.3547310531139374,0.10656894743442535
"Discover more about how we work to support the countries in which we operate in the Community skills and entrepreneurship section and at 
www.shell.com/sustainability/communities/local-employment-and-enterprise.",0.5735894441604614,0.31668365001678467,0.1097269356250763
"IB More in this report Respecting human rights | Preparing for emergencies
@ More on Shell websites Our strategy: Powering Progress | Shell for suppliers | Supplier Principles
48 Shell Sustainability Report 2022",0.8289741277694702,0.1464202105998993,0.02460566908121109
"Sustainability at
Shell Our core valuesAchieving net-zero
emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
Contributing to communities
Social investment
Our activities contribute to economies through taxes, jobs and business opportunities.",0.5957763195037842,0.23344378173351288,0.17077986896038055
"We also make social investments in areas determined by 
local community needs and priorities.",0.5524621605873108,0.26289457082748413,0.18464328348636627
"These investments are sometimes voluntary, sometimes required by governments, or part of a contractual 
agreement.",0.4201067388057709,0.30849286913871765,0.2714003622531891
"In 2022, we spent almost $260 million on social investment, of which 30% was required by government regulations or contractual 
agreements.",0.4863121211528778,0.349893182516098,0.16379471123218536
We spent the remaining $182 million (70%) on voluntary social investment.,0.6316400170326233,0.19507744908332825,0.17328260838985443
"Social investment - by theme
Percentage
a ■ Disaster relief 
b ■ Required social investment 
c ■ Education 
d □ Community skills and 
enterprise development 
e ■ Energy access 
f □ Community development 
g ■ Other
h  Health
i ■ Biodiversity 
j ■ Road safety
Around $92 million of our total social investment spend in 2022 was in countries that, according to the UN Development Programme's Human 
Development Index 2021, have a gross national income of less than $15,000 a year per person.",0.4356505572795868,0.3763420283794403,0.18800733983516693
"Social investment - by region
Percentage
2%
7% 13%a ■ Africa
b ■ Middle East and North Africa 
c ■ USA and Canada 
d □ Asia-Pacific
e ■ Europe and CIS
f □ Global
g ■ Latin America
Find out more about our social investment at www.shell.com/sustainability/communities.",0.6017786860466003,0.25714772939682007,0.14107367396354675
"IQ More in this report Providing access to energy | Community skills and entrepreneurship
@ More on Shell websites Our strategy: Powering Progress | People and communities | Working with communities | Generating prosperity for countries and communities
Community skills and entrepreneurship
Our community skills and entrepreneurship programmes benefit local communities where we operate by creating employment opportunities and 
contributing to economic development, while adding value to our supply chain.",0.9326674938201904,0.056853894144296646,0.010478606447577477
"In 2022, around 32,000 people participated in, and more than 4,000 businesses were supported by, our skills development programmes, which 
helped more than 2,300 people gain employment and/or improve their livelihoods after the training.",0.5262668132781982,0.326136976480484,0.14759626984596252
Shell has two global entrepreneurship programmes - Shell LiveWIRE and Shell StartUp Engine.,0.5283755660057068,0.24316444993019104,0.2284599393606186
49 Shell Sustainability Report 2022,0.7793890237808228,0.11142837256193161,0.10918258875608444
"Sustainability at
Shell Our core valuesAchieving net-zero
emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
Shell LiveWIRE helps entrepreneurs in 20 countries start and/or grow their businesses.",0.473153680562973,0.3388746380805969,0.18797166645526886
"In 2022, Shell LiveWIRE trained about 2,685 people 
around the world and helped create more than 2,170 jobs.",0.4640655815601349,0.35616302490234375,0.17977136373519897
"The programme supported 892 existing businesses and some 145 new businesses, 
with 123 Shell LiveWIRE-supported businesses entering our supply chain in 2022.",0.5370838642120361,0.3068926930427551,0.15602338314056396
The programme celebrated its 40th anniversary in 2022.,0.4933266043663025,0.26317259669303894,0.24350076913833618
Shell StartUp Engine is a global innovation programme for entrepreneurs in the energy industry.,0.5620690584182739,0.2510837912559509,0.18684716522693634
"It supports early-stage start-ups in areas such as 
renewables, energy storage, smart grids and electric mobility.",0.47318845987319946,0.38670623302459717,0.1401052623987198
"In 2022, the programme supported 39 start-ups in Brazil, France, the Netherlands 
(as New Energy Challenge), Singapore, the UAE and the UK.",0.55644291639328,0.30146974325180054,0.14208726584911346
"We also collaborated with Microsoft and AVL to deliver the Shell StartUp Engine 
Social Impact Programme, which supported 11 mobility-related start-ups across Europe.",0.4223288297653198,0.4128732979297638,0.164797842502594
"Find out more about community skills and entrepreneurship in the Local content section and at
www.shell.com/sustainability/communities/local-employment-and-enterprise.",0.5564196705818176,0.26659584045410156,0.1769844889640808
"IQ More in this report Social investment | Providing access to energy
@ More on Shell websites
Our strategy: Powering Progress | Supporting enterprise development and entrepreneurs | Local employment and enterprise | Buying locally and encouraging local suppliers
A just transition
Shell supports the Paris Agreement on climate change, which recognises the importance of a just transition.",0.776439368724823,0.16215181350708008,0.06140876188874245
"A just transition means a fairer 
distribution of the costs and benefits of the world's transition to a net-zero emissions energy system.",0.39344465732574463,0.3512348532676697,0.2553204894065857
"Our ambition is to contribute to a just transition by making a positive impact on our workforce, the communities where we operate and our 
customers.",0.46082204580307007,0.336759090423584,0.20241883397102356
This is part of our strategic goal of powering lives.,0.37011954188346863,0.3552188277244568,0.274661660194397
"In 2022, Shell UK pledged £100 million to help communities in the UK develop 
skills and find jobs linked to the energy transition.",0.49885162711143494,0.2998247742652893,0.20132355391979218
"This includes establishing educational skill centres with the aim of helping 15,000 people find 
employment by 2030.",0.5510616302490234,0.365295946598053,0.08364246785640717
We continue to help our own staff learn new skills needed for the energy transition.,0.4523758590221405,0.30851566791534424,0.23910851776599884
"In 2022, around 4,000 Shell employees - up from 1,700 in
2021 - completed courses on a range of subjects, including hydrogen production, carbon capture and storage, and greenhouse gas and energy 
management.",0.48877620697021484,0.3359262943267822,0.17529746890068054
"We continue to work with governments and partners, such as Energy for a Just Transition, facilitated by Business for Social Responsibility, and 
Ipieca's Just Transition Task Force.",0.43434086441993713,0.31838011741638184,0.24727904796600342
"We also remain committed to respecting human rights, as set out in the United Nations Universal Declaration of Human Rights and the 
International Labour Organization's Declaration on Fundamental Principles and Rights at Work (see Our approach to human rights).",0.550204336643219,0.29854318499565125,0.15125244855880737
You can read more about our approach at shell.com/justtransition.,0.35096821188926697,0.32956448197364807,0.3194672763347626
"Education in science, technology, engineering and maths
We actively support science, technology, engineering and maths (STEM) through a range of programmes in more than 20 countries.",0.4410911202430725,0.4156848192214966,0.1432240754365921
"NXplorers, 
our flagship STEM programme, aims to help young people develop creative thinking to bridge the skills gap.",0.6260980367660522,0.22567397356033325,0.14822795987129211
"NXplorers is now active in 19 
countries, and engaged more than 78,000 students in 2022.",0.5124979019165039,0.3298981189727783,0.15760397911071777
"In 2022, we extended our STEM programme in India to cover all age groups from grade 7 to university level to help students gain the skills and 
confidence to engage in world issues.",0.46418532729148865,0.3950175344944,0.14079709351062775
"In the UK, our year-long Girls in Energy course taught some 300 young women about energy and career 
opportunities in the energy industry.",0.6073436737060547,0.2515307068824768,0.1411256492137909
"And in Malaysia we worked with the Ministry of Education to make our STEM programme available to 
students across the country.",0.4225757122039795,0.3705977201461792,0.2068266123533249
Read more about our contribution to STEM at www.shell.com/sustainability/communities/education.,0.4397856891155243,0.40891650319099426,0.15129785239696503
"IB More in this report Community skills and entrepreneurship | Providing access to energy
@ More on Shell websites Our strategy: Powering Progress | Education
50 Shell Sustainability Report 2022",0.7836918234825134,0.1856311559677124,0.030677031725645065
"Sustainability at
Shell Our core valuesAchieving net-zero
emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
Contributing to Nigeria's economy
Shell's Nigerian businesses support the development of local communities and companies.",0.47322750091552734,0.36086657643318176,0.1659059077501297
"The businesses in which Shell has interests employed 
more than 2,500 people directly in 2022 and provided jobs for many others in supplier networks.",0.6407965421676636,0.19800928235054016,0.16119414567947388
"In 2022, the Shell Petroleum Development 
Company joint venture (SPDCJV), Shell Nigeria Exploration and Production Company (SNEPCo) and Shell Nigeria Gas (SNG) awarded 
contracts worth $1.9 billion to Nigerian-registered companies.",0.5102717280387878,0.3129096031188965,0.17681866884231567
"Social and economic contribution of Shell companies in Nigeria
2,500
people employed by 
Shell, plus more than 
10,000 contractors
$1.9 billion 
worth of contracts were 
awarded to Nigerian- 
registered companies97%
employees in Nigeria 
who are Nigerian
17
health-care projects 
supported by the SPDC 
[AJJV and SNEPCo$1.36 billion 
royalties and corporate 
taxes paid to the 
Nigerian government in 
2022 (SPDC $450 
million and SNEPCo 
$907 million)
3,500+
university grants 
awarded by the SPDC 
JV and SNEPCo since
2016
[A] The Shell Petroleum Development Company of Nigeria Limited (SPDC), which has a 30% interest in the SPDC joint venture (SPDC JV) and produces oil and gas in the Niger Delta.",0.5554852485656738,0.24829471111297607,0.19621998071670532
"[B] The Shell Nigeria Exploration and Production Company Limited (SNEPCo), which operates in the deep waters of the Gulf of Guinea.",0.6686254739761353,0.20715399086475372,0.12422052770853043
"In 2022, the SPDCJV, SNEPCo and SNG invested $5.6 million in education programmes.",0.4995008707046509,0.2978843152523041,0.20261484384536743
"More than 3,000 secondary school grants, 3,500 
university grants and 990 cradle-to-career scholarship grants have been awarded since 2016.",0.6662126183509827,0.21447573602199554,0.11931158602237701
"In 2022, Shell Petroleum Development Company Limited (SPDC) and SNEPCo paid $1.36 billion in royalties and corporate taxes to the 
Nigerian government (SPDC $450 million, SNEPCo $907 million).",0.5629590153694153,0.2703250050544739,0.16671599447727203
"Between them, the SPDCJV, SNEPCo and SNG also contributed 
$34.29 million in direct social investment.",0.6545838117599487,0.2012985646724701,0.14411763846874237
"Social investment was mainly in projects related to community, health, education, road safety and 
enterprise programmes.",0.5455067157745361,0.347769558429718,0.10672374814748764
These projects are often implemented in partnership with local authorities.,0.41539570689201355,0.30857110023498535,0.2760331928730011
"In addition, $56.13 million has been earmarked to be paid in 2023 by the SPDCJV and SNEPCo for a statutory contribution to Host 
Communities Development Trusts (HCDTs), which will benefit Nigerian communities.",0.43233856558799744,0.3085457384586334,0.25911569595336914
"The SPDC JV is transitioning from its existing global 
memorandum of understanding (GMoU) agreements to the HCDTs in compliance with the Petroleum Industry Act of 2021.",0.5154119729995728,0.29387447237968445,0.190713569521904
"Outstanding tranche 
payments due to communities under the GMoU agreements will be transferred to the HCDTs.",0.49529269337654114,0.2774186134338379,0.22728870809078217
"The SPDC JV has engaged extensively within its 
communities, with regulators and across the industry, to support this transition.",0.3760252594947815,0.3586333096027374,0.26534146070480347
"In 2021, we launched Shell Energy Nigeria, which aims to supply gas and reliable energy for power generation and industrial use across the 
country.",0.5525612831115723,0.30164438486099243,0.1457943320274353
"In 2022, we acquired Daystar Power, a provider of solar power to businesses in West Africa.",0.5494393110275269,0.2696039378643036,0.18095676600933075
Read more about Shell's economic contribution in Nigeria at www.shell.com.ng/nigeria-briefing-notes.,0.6516138911247253,0.27069732546806335,0.07768881320953369
"[Q More in this report Spill response and prevention in Nigeria | Our approach to safety | Providing access to energy
@ More on Shell websites Our strategy: Powering Progress | Shell Nigeria | Nigeria Briefing Notes | Buying locally and encouraging local suppliers
51 Shell Sustainability Report 2022",0.791411817073822,0.133543461561203,0.075044646859169
"Sustainability at
Shell Our core valuesAchieving net-zero
emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
Diversity, equity and inclusion
POWERING PROGRESS
We are focusing on removing barriers and creating equality of opportunity in four strategic priority areas: gender; race and ethnicity; 
lesbian, gay, bisexual and transgender (LGBT+); and disability inclusion and enABLEment, as set out in our Powering Lives commitments to 
diversity and inclusion.",0.6189488172531128,0.22208811342716217,0.1589631736278534
■ Shell is working towards achieving 35% representation of women in our senior leadership positions by 2025 and 40% by 2030.,0.558938205242157,0.32309582829475403,0.11796592175960541
"■ We aim to increase racial and ethnic representation across our workforce so that we better reflect the communities in which we work 
and live.",0.5143433809280396,0.36652326583862305,0.11913330852985382
"■ At Shell, we seek to provide a safe, caring and inclusive environment for LGBT+ and PWD (people with disabilities) staff so that they 
can be themselves and reach their full potential.",0.5086473226547241,0.3069963753223419,0.18435631692409515
"■ By 2030, we will make our global network of service stations more inclusive and accessible to customers with physical disabilities.",0.45918554067611694,0.4166465699672699,0.12416781485080719
"Employee engagement and dialogue
We want to make Shell an attractive employer.",0.3672005832195282,0.3601768910884857,0.2726225256919861
"We seek to do so by offering career progression tools, such as individual development plans; 
flexible working options; global minimum maternity leave of 16 weeks and, from January 2023, at least 8 weeks paid parental leave for non­
birthing parents; initiatives and programmes to help create a supportive working environment for employee well-being; and engagement with 
employees through multiple forums and channels.",0.4355178773403168,0.41636011004447937,0.14812204241752625
"The Shell People Survey is one of the key tools we use to measure employee engagement, motivation, affiliation and commitment to Shell.",0.6000959873199463,0.2649500072002411,0.1349540501832962
"In
2022, the survey attained its highest ever response rate of 87% (up 3.4 percentage points from 2021).",0.39905670285224915,0.3947996199131012,0.20614372193813324
"The average employee engagement 
score rose three points to 78 out of 100.",0.5691760182380676,0.2802113890647888,0.15061266720294952
"Shell employees have access to senior leaders, local employee forums and employee resource groups.",0.530790388584137,0.3014446496963501,0.16776494681835175
"The Shell Global Helpline is available for employees to raise concerns or dilemmas, anonymously if they wish.",0.5630192756652832,0.23780342936515808,0.19917722046375275
Read more about employee engagement in our 2022 Annual Report.,0.7429577708244324,0.1919131726026535,0.06512899696826935
"Diversity, equity and inclusion
Our ambition is to become one of the world's most diverse and inclusive organisations, a place where everyone - including employees,
customers, partners and suppliers - feels valued, respected and has a strong sense of belonging.",0.44456666707992554,0.3247469365596771,0.23068632185459137
"This ambition underpins our strategy and makes 
us a stronger organisation.",0.3598434329032898,0.3360152840614319,0.3041413426399231
"We are focusing on removing barriers and creating equality of opportunity in four strategic priority areas:
Gender
At the end of 2022, 55% of our Board of Directors and 22% of our Executive Committee were women.",0.49555227160453796,0.2985615134239197,0.20588621497154236
We are working towards achieving 35% women in our senior leadership positions by 2025 and at least 40% by 2030.,0.5998255014419556,0.29338523745536804,0.106789231300354
"At the end of 2022, 
30.4% of senior leadership were women, up from 29.5% in 2021.",0.5215423703193665,0.30453968048095703,0.17391788959503174
"In 2022, 40% of experienced hires were women compared with 44% in 2021.",0.5649065375328064,0.2969832420349121,0.1381102204322815
"Our graduate hires have consistently been 48% or 49% women 
since 2019, against our 50% ambition.",0.6394226551055908,0.22194670140743256,0.13863065838813782
"In 2022, 49% of our graduate hires were women, compared with 55% in 2021.",0.6030037999153137,0.25757843255996704,0.13941772282123566
Our overall representation of women in Shell was 33% at the end of 2022.,0.5378907322883606,0.2555449306964874,0.20656433701515198
"Race and ethnicity
We aim to increase racial and ethnic representation across our workforce so that we better reflect, and support equity in, the communities where 
we work.",0.5172926187515259,0.3406658172607422,0.14204153418540955
"We are focusing on the Netherlands, the UK and the USA, as these are the Shell hubs where we see the most significant opportunities 
for representation and inclusion of minority employees (see shell.com/dei for details).",0.433536559343338,0.42918381094932556,0.1372797191143036
"At the end of 2022, Shell had one director from a minority ethnic group on its Board of Directors.",0.48182108998298645,0.3248697817325592,0.19330914318561554
"At the time of publication of this report, Shell 
pic's Board has three members from a minority ethnic background, which exceeds the UK's Parker Review recommendation of at least one.",0.6477903127670288,0.18143822252750397,0.17077137529850006
"In 
addition, one of our Executive Committee members identifies as being from a minority ethnic group.",0.7330336570739746,0.1944008320569992,0.07256554812192917
"LGBT+
We are working to advance lesbian, gay, bisexual and transgender plus (LGBT+) inclusion within Shell and the communities where we work.",0.436672568321228,0.43342703580856323,0.12990032136440277
"We 
promote equal opportunity and create an environment where people feel included, regardless of sexual orientation.",0.5925519466400146,0.30823108553886414,0.09921692311763763
52 Shell Sustainability Report 2022,0.7779296040534973,0.11367040872573853,0.10840003937482834
"Sustainability at
Shell Our core valuesAchieving net-zero
emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
We benchmark our initiatives externally.",0.5471745729446411,0.29405477643013,0.15877071022987366
"In 2022, we were recognised as well advanced in LGBT+ workplace inclusion in the Workplace Pride 
Global 2022 Benchmark.",0.5547297596931458,0.4192725419998169,0.025997700169682503
"We also received a 100% score from the Human Rights Campaign Corporate Equality 2022 Index and have been 
awarded top score every year since 2016.",0.5024622082710266,0.318122923374176,0.17941488325595856
"Disability inclusion and enABLEment
We aim to create an inclusive, psychologically safe and accessible environment where people with disabilities can excel.",0.47162580490112305,0.3898696303367615,0.13850457966327667
"We provide support 
and make adjustments for people with disabilities during the recruitment process and throughout their careers with Shell.",0.46964001655578613,0.33479687571525574,0.1955631524324417
"This includes equal 
access to valuable educational resources, training programmes and emphasis on personal and professional development.",0.46768444776535034,0.3269917666912079,0.20532383024692535
"Our Global enABLEment Coalition, made up of leaders from our Employee Resource Groups, helps to shape and drive the enABLEment strategy 
across Shell.",0.5208103060722351,0.27100396156311035,0.20818579196929932
We now have 15 enABLE employee resource groups around the world.,0.4776032865047455,0.34934741258621216,0.17304925620555878
"Our workplace accessibility service covers 81 locations 
worldwide to ensure that all employees have access to reasonable workplace adjustments so that they can work effectively.",0.5415856242179871,0.34722229838371277,0.11119211465120316
"We are also providing a better experience for our customers with physical disabilities through an app, delivered by fuelService, that allows any 
customer with a disability to alert stations in advance and request assistance.",0.5272943377494812,0.31446799635887146,0.15823771059513092
"As of December 2022, Shell offered the service at almost 7,800 
stations in 10 countries.",0.47306519746780396,0.31681060791015625,0.21012422442436218
"Read more about diversity, equity and inclusion in our Annual Report and at www.shell.com/DEI.",0.7825551629066467,0.15135377645492554,0.06609106808900833
"Our people in 2022
93,000
employees at
December 31, 2022
22%
women on the
Executive Committee
266,000
formal training days for 
employees, joint venture 
partners and 
contractors>70
countries and territories 
in which we operate
30%
women in senior 
leadership positions55%
women on the Board of
Directors
33%
women employees
10,076 
experienced people 
joined Shell (40% 
women, 60% men)332
graduate hires joined
Shell (49% women,
51% men)
IB More in this report Respecting human rights | Ethical leadership | Our Powering Progress targets
@ More on Shell websites Our strategy: Powering Progress | Contributing to a diverse, equitable and inclusive world | Shell UK Diversity Pay Gap Report 2022
Worker welfare
Our approach is informed by the 10 Building Responsibly Worker Welfare Principles.",0.9289259314537048,0.05049053579568863,0.02058347500860691
"We also work with our partners and industry peers to 
include worker welfare in industry standards, guidance and best practice.",0.47304314374923706,0.3272626996040344,0.19969423115253448
"This helps raise expectations and levels of consistency across the 
industry.",0.37106579542160034,0.36562836170196533,0.26330581307411194
"In 2022, we continued to take steps to improve our approach to worker welfare.",0.4229372441768646,0.4226084351539612,0.15445426106452942
"We co-created a worker welfare workstream within the Ipieca 
supply chain working group to improve worker welfare in our industry.",0.6453385949134827,0.27076584100723267,0.08389551937580109
"Our senior leadership conducted site visits in multiple countries to 
encourage workers to speak freely and to provide remedies and create a culture of trust and care.",0.5601500868797302,0.29152771830558777,0.14832215011119843
"In Malaysia, for example, we visited 17 
onshore and offshore sites in 2022 and conducted an anonymous survey of how our logistics and supply crews experience their working 
conditions.",0.5053770542144775,0.3062780201435089,0.18834485113620758
We received more than 300 responses.,0.47324249148368835,0.3257427513599396,0.20101474225521088
"This resulted, among other things, in improved living quarters for a shipping crew by the 
vessel operator.",0.46428200602531433,0.39035212993621826,0.1453658640384674
"We also continued to work actively with our non-operated ventures and contractors to help improve worker welfare and labour rights across the 
energy industry.",0.5648742914199829,0.33263543248176575,0.10249023884534836
"In China, for instance, the fabrication yard constructing production modules for LNG Canada (Shell interest 40%) achieved 
53 Shell Sustainability Report 2022",0.6881399750709534,0.18576502799987793,0.12609504163265228
"Sustainability at
Shell Our core valuesAchieving net-zero
emissions Respecting nature Powering livesGenerating
shareholder valueOur performance
data Ck «- =
20 million working hours without safety incident The contractor worked with Shell to adopt the Building Responsibly principles, which has made 
a difference in worker well-being.",0.5592244267463684,0.27984869480133057,0.16092684864997864
Our efforts to improve worker welfare are under continuous development.,0.5979954600334167,0.3087838292121887,0.09322070330381393
"We know that as we drive for higher standards and consistency, we 
may identify situations where our expectations are not met.",0.40203461050987244,0.330574095249176,0.26739126443862915
"Our aim is to be transparent about our progress as well as the challenges we face in 
our operations and supply chain.",0.44339519739151,0.38366255164146423,0.17294225096702576
Read more about worker welfare at www.shell.com/sustainability/communities/worker-welfare.,0.7214688658714294,0.19863057136535645,0.0799005851149559
"IQ More in this report Working with our suppliers | Diversity, equity and inclusion | Our Powering Progress targets
@ More on Shell websites Powering Progress - transitioning to net-zero emissions | Human rights
Respecting human rights
Our approach to human rights
Human rights are fundamental to Shell's core values of honesty, integrity and respect for people.",0.9376723170280457,0.0490216426551342,0.013306032866239548
"Respect for human rights is embedded in the 
Shell General Business Principles and our Code of Conduct.",0.4604310989379883,0.3506784439086914,0.18889044225215912
"Our approach is informed by the UN Guiding Principles on Business and Human 
Rights.",0.40070682764053345,0.35226505994796753,0.24702811241149902
We work closely with other companies and organisations to improve how we apply these UN guiding principles.,0.44214940071105957,0.2910727858543396,0.2667778432369232
"We focus on four priority areas 
where respect for human rights is critical to how we operate: communities, security, labour rights and supply chains.",0.4699628949165344,0.43708929419517517,0.09294775128364563
"In 2021 and 2022, we reviewed our salient human rights issues with the support of Business for Social Responsibility (salient human rights are 
those that are most at risk from our operations).",0.626589298248291,0.305929958820343,0.06748075038194656
"We assessed potential impacts on the human rights of our stakeholders according to their 
potential severity, following the widely used criteria of scale, scope and irremediability.",0.45820143818855286,0.36607077717781067,0.17572785913944244
"The resulting list of our salient issues is grouped into four 
focus areas: labour rights, supply chains, communities and security.",0.45360878109931946,0.4415540099143982,0.10483723133802414
"For each of these areas, we have systems to identify potential impacts and to avoid and mitigate them.",0.4124795198440552,0.32009342312812805,0.2674270272254944
"For example, Shell's HSSE & SP Control 
Framework contains requirements that set out how we identify, assess and manage our impacts on communities where we operate, including any 
impact on human rights.",0.4953811764717102,0.30572256445884705,0.19889618456363678
"The Shell Supplier Principles outline how we expect our contractors and suppliers to respect the human rights of their workforce, and to manage 
the social impacts of their activities on Shell's neighbouring communities.",0.5221704244613647,0.32651373744010925,0.1513158529996872
"When procuring solar panels and modules for our projects, for 
example, we engage extensively with our suppliers to ensure maximum transparency of our supply chain.",0.6431739926338196,0.227146714925766,0.12967929244041443
"By the end of 2022, about 460 Shell staff had completed the human rights training course launched in 2021, which is mandatory for selected 
staff working in high-risk focus areas, such as social performance, human resources and contracting and procurement.",0.4688383638858795,0.4466935694217682,0.08446808904409409
